0                    0
0.0588235            1.48848e-08
0.117647             5.43904e-07
0.176471             1.9895e-05
0.235294             0.000727651
0.294118             0.0266136
0.352941             0.973386
0.411765             0.999272
0.470588             0.99998
0.529412             0.999999
0.588235             0.999999
0.647059             0.99998
0.705882             0.999272
0.764706             0.973386
0.823529             0.0266136
0.882353             0.00072765
0.941176             1.98801e-05
1                    0
