0                    0
0.0588235            0.0278403
0.117647             0.0691279
0.176471             0.143376
0.235294             0.260157
0.294118             0.414631
0.352941             0.583937
0.411765             0.736031
0.470588             0.845445
0.529412             0.901014
0.588235             0.901
0.647059             0.845368
0.705882             0.735719
0.764706             0.582797
0.823529             0.410875
0.882353             0.249051
0.941176             0.11412
1                    0
