0                    0
0.0588235            0.000112235
0.117647             0.00126387
0.176471             0.010804
0.235294             0.067249
0.294118             0.283379
0.352941             0.716621
0.411765             0.932751
0.470588             0.989188
0.529412             0.998623
0.588235             0.998623
0.647059             0.989188
0.705882             0.932751
0.764706             0.716621
0.823529             0.283378
0.882353             0.0672412
0.941176             0.0106914
1                    0
