0                    0
0.0588235            0.00212797
0.117647             0.0110489
0.176471             0.0454393
0.235294             0.146651
0.294118             0.358324
0.352941             0.641669
0.411765             0.8533
0.470588             0.954205
0.529412             0.986768
0.588235             0.986768
0.647059             0.954205
0.705882             0.853299
0.764706             0.641664
0.823529             0.358275
0.882353             0.146296
0.941176             0.0432629
1                    0
