0                    0
0.0588235            0.0164913
0.117647             0.0485274
0.176471             0.114793
0.235294             0.232661
0.294118             0.402993
0.352941             0.596401
0.411765             0.765494
0.470588             0.87904
0.529412             0.932707
0.588235             0.932702
0.647059             0.879013
0.705882             0.765376
0.764706             0.595921
0.823529             0.401208
0.882353             0.226645
0.941176             0.0966291
1                    0
