0                    0
0.0588235            0.00249957
0.117647             0.0117827
0.176471             0.0456008
0.235294             0.144009
0.294118             0.354529
0.352941             0.645456
0.411765             0.855907
0.470588             0.953906
0.529412             0.985622
0.588235             0.985622
0.647059             0.953905
0.705882             0.855906
0.764706             0.645444
0.823529             0.354446
0.882353             0.143518
0.941176             0.0430199
1                    0
