0                    0
0.047619             0.0468679
0.0952381            0.092762
0.142857             0.136723
0.190476             0.177823
0.238095             0.215179
0.285714             0.247971
0.333333             0.27546
0.380952             0.297002
0.428571             0.312069
0.47619              0.320264
0.52381              0.321334
0.571429             0.315184
0.619048             0.301885
0.666667             0.281678
0.714286             0.254971
0.761905             0.222339
0.809524             0.184507
0.857143             0.142337
0.904762             0.0968066
0.952381             0.0489843
1                    0
