0                    0
0.0588235            0.0570015
0.117647             0.112038
0.176471             0.163603
0.235294             0.210052
0.294118             0.249851
0.352941             0.281623
0.411765             0.304198
0.470588             0.31667
0.529412             0.318442
0.588235             0.309274
0.647059             0.289317
0.705882             0.259124
0.764706             0.219649
0.823529             0.172228
0.882353             0.118525
0.941176             0.0604737
1                    0
