0                    0
0.047619             0.000178318
0.0952381            0.000760987
0.142857             0.00306925
0.190476             0.0123373
0.238095             0.0495809
0.285714             0.199253
0.333333             0.800746
0.380952             0.950416
0.428571             0.987651
0.47619              0.996883
0.52381              0.999046
0.571429             0.999046
0.619048             0.996883
0.666667             0.987651
0.714286             0.950416
0.761905             0.800745
0.809524             0.19925
0.857143             0.0495692
0.904762             0.0122901
0.952381             0.00287989
1                    0
