0                    0
0.047619             0.071505
0.0952381            0.142832
0.142857             0.21361
0.190476             0.283122
0.238095             0.350207
0.285714             0.413262
0.333333             0.470301
0.380952             0.519122
0.428571             0.557495
0.47619              0.583394
0.52381              0.595195
0.571429             0.591845
0.619048             0.572951
0.666667             0.538805
0.714286             0.490336
0.761905             0.428993
0.809524             0.356622
0.857143             0.275309
0.904762             0.187268
0.952381             0.0947497
1                    0
