0                    0
0.0588235            0.00803287
0.117647             0.0287131
0.176471             0.0827291
0.235294             0.197926
0.294118             0.386956
0.352941             0.612928
0.411765             0.801578
0.470588             0.915072
0.529412             0.962665
0.588235             0.962665
0.647059             0.915069
0.705882             0.80156
0.764706             0.61283
0.823529             0.386466
0.882353             0.195748
0.941176             0.0742235
1                    0
