0                    0
0.0588235            0.0258225
0.117647             0.068233
0.176471             0.143028
0.235294             0.260037
0.294118             0.414594
0.352941             0.583926
0.411765             0.736029
0.470588             0.845444
0.529412             0.901014
0.588235             0.901
0.647059             0.845367
0.705882             0.735716
0.764706             0.582785
0.823529             0.410834
0.882353             0.248919
0.941176             0.113741
1                    0
