0                    0
0.047619             0.0470068
0.0952381            0.0930438
0.142857             0.137155
0.190476             0.178413
0.238095             0.215935
0.285714             0.248899
0.333333             0.276558
0.380952             0.298263
0.428571             0.313476
0.47619              0.321792
0.52381              0.322949
0.571429             0.316844
0.619048             0.303543
0.666667             0.283281
0.714286             0.256467
0.761905             0.223677
0.809524             0.185639
0.857143             0.143224
0.904762             0.0974167
0.952381             0.049295
1                    0
