0                    0
0.047619             0.065405
0.0952381            0.129801
0.142857             0.192152
0.190476             0.251368
0.238095             0.306304
0.285714             0.355764
0.333333             0.398534
0.380952             0.433425
0.428571             0.459333
0.47619              0.475305
0.52381              0.4806
0.571429             0.474749
0.619048             0.45759
0.666667             0.429302
0.714286             0.3904
0.761905             0.341729
0.809524             0.284435
0.857143             0.219923
0.904762             0.14981
0.952381             0.0758743
1                    0
