0                    0
0.047619             0.0550155
0.0952381            0.114893
0.142857             0.183376
0.190476             0.262152
0.238095             0.350297
0.285714             0.444217
0.333333             0.538141
0.380952             0.625042
0.428571             0.69775
0.47619              0.749999
0.52381              0.777199
0.571429             0.776881
0.619048             0.748867
0.666667             0.695211
0.714286             0.619912
0.761905             0.528362
0.809524             0.42649
0.857143             0.319732
0.904762             0.212071
0.952381             0.105476
1                    0
