0                    0
0.0588235            0.0163951
0.117647             0.0485854
0.176471             0.115342
0.235294             0.233628
0.294118             0.403554
0.352941             0.595902
0.411765             0.764639
0.470588             0.878688
0.529412             0.932892
0.588235             0.932889
0.647059             0.878666
0.705882             0.764537
0.764706             0.595466
0.823529             0.40187
0.882353             0.227787
0.941176             0.0973605
1                    0
