0                    0
0.0588235            0.000210384
0.117647             0.00173394
0.176471             0.0119806
0.235294             0.0666452
0.294118             0.274926
0.352941             0.725074
0.411765             0.933353
0.470588             0.987997
0.529412             0.998053
0.588235             0.998053
0.647059             0.987997
0.705882             0.933353
0.764706             0.725074
0.823529             0.274924
0.882353             0.0666224
0.941176             0.0117681
1                    0
