0                    0
0.0588235            0.0082258
0.117647             0.028886
0.176471             0.0823637
0.235294             0.196714
0.294118             0.386021
0.352941             0.613838
0.411765             0.802728
0.470588             0.915287
0.529412             0.962222
0.588235             0.962221
0.647059             0.915283
0.705882             0.802706
0.764706             0.613721
0.823529             0.385473
0.882353             0.194392
0.941176             0.0736117
1                    0
