0                    0
0.047619             0.0698463
0.0952381            0.139821
0.142857             0.209807
0.190476             0.279236
0.238095             0.346976
0.285714             0.411317
0.333333             0.470069
0.380952             0.520754
0.428571             0.560855
0.47619              0.588089
0.52381              0.600653
0.571429             0.597416
0.619048             0.578024
0.666667             0.542909
0.714286             0.493207
0.761905             0.430614
0.809524             0.357196
0.857143             0.275197
0.904762             0.186885
0.952381             0.0944549
1                    0
