0                    0.056284
0.0625               0.110828
0.125                0.161926
0.1875               0.207944
0.25                 0.247358
0.3125               0.278805
0.375                0.30113
0.4375               0.313438
0.5                  0.315146
0.5625               0.306023
0.625                0.286222
0.6875               0.256297
0.75                 0.217198
0.8125               0.170246
0.875                0.117089
0.9375               0.0596415
