0                    0
0.047619             0.0649794
0.0952381            0.129052
0.142857             0.191265
0.190476             0.250584
0.238095             0.305878
0.285714             0.355925
0.333333             0.399448
0.380952             0.435169
0.428571             0.461886
0.47619              0.478553
0.52381              0.484353
0.571429             0.478772
0.619048             0.461636
0.666667             0.433143
0.714286             0.393851
0.761905             0.344664
0.809524             0.286783
0.857143             0.221663
0.904762             0.150952
0.952381             0.0764374
1                    0
