0                    0
0.0588235            0.000159099
0.117647             0.00150149
0.176471             0.0114179
0.235294             0.0669359
0.294118             0.279076
0.352941             0.720924
0.411765             0.933063
0.470588             0.988568
0.529412             0.998338
0.588235             0.998338
0.647059             0.988568
0.705882             0.933063
0.764706             0.720924
0.823529             0.279075
0.882353             0.0669216
0.941176             0.0112577
1                    0
