0                    0
0.047619             0.0559895
0.0952381            0.110902
0.142857             0.163666
0.190476             0.213227
0.238095             0.258558
0.285714             0.298672
0.333333             0.33265
0.380952             0.359656
0.428571             0.378973
0.47619              0.390025
0.52381              0.392405
0.571429             0.385903
0.619048             0.370519
0.666667             0.346481
0.714286             0.314243
0.761905             0.274484
0.809524             0.228094
0.857143             0.176152
0.904762             0.119898
0.952381             0.0606969
1                    0
