0                    0
0.047619             0.0560282
0.0952381            0.110995
0.142857             0.163842
0.190476             0.213523
0.238095             0.259012
0.285714             0.299321
0.333333             0.333518
0.380952             0.360754
0.428571             0.380293
0.47619              0.391541
0.52381              0.394074
0.571429             0.387668
0.619048             0.372316
0.666667             0.348238
0.714286             0.315892
0.761905             0.275962
0.809524             0.229345
0.857143             0.17713
0.904762             0.120569
0.952381             0.061038
1                    0
