0                    0
0.047619             0.0706838
0.0952381            0.141341
0.142857             0.211724
0.190476             0.281192
0.238095             0.3486
0.285714             0.41229
0.333333             0.470178
0.380952             0.519926
0.428571             0.55916
0.47619              0.585726
0.52381              0.597911
0.571429             0.594622
0.619048             0.575487
0.666667             0.540866
0.714286             0.491793
0.761905             0.429838
0.809524             0.356952
0.857143             0.275298
0.904762             0.187115
0.952381             0.0946242
1                    0
