0                    0
0.0588235            0.0278042
0.117647             0.0688899
0.176471             0.142776
0.235294             0.25939
0.294118             0.414237
0.352941             0.584225
0.411765             0.736646
0.470588             0.845837
0.529412             0.901069
0.588235             0.901052
0.647059             0.845749
0.705882             0.736302
0.764706             0.583014
0.823529             0.410353
0.882353             0.248121
0.941176             0.113444
1                    0
